"","คลังสินค้า เบ๊เงียบเส็ง                                  ","หน้า   :        1"
"","สินค้าคงเหลือ แยกตามคลังสินค้า    ","ณ วันที่  14 มิ.ย. 2569"
"","รหัสสินค้าจาก","001-01005-000     ","ถึง","VRS10304514  ","วันที่ : 14/06/2569"
"","หมวดสินค้าจาก","                  ","ถึง","9999"
"","คลังสินค้าจาก","01                ","ถึง","99"
"","คลัง","","รหัสสินค้า","ชื่อสินค้า","","","","","","  จำนวน","","ราคาต่อหน่วย","","มูลค่าคงเหลือ","ยอดค้างรับ","ยอดค้างส่ง"
"","PL","","","","ล๊อตคงเหลือ","","  จำนวน","ราคาต่อหน่วย","มูลค่าในล๊อต"
"","01","คลังสำนักงานใหญ่"
"","","","F011-4942-379","FD AM PRO CLSC STRAT MN FADED LAKE PLACID BLUE","","","","","",4,"ตัว",,"",0.00
"","คลังสินค้า เบ๊เงียบเส็ง                                  ","หน้า   :        4"
"","สินค้าคงเหลือ แยกตามคลังสินค้า    ","ณ วันที่  14 มิ.ย. 2569"
"","รหัสสินค้าจาก","001-01005-000     ","ถึง","VRS10304514  ","วันที่ : 14/06/2569"
"","คลัง","","รหัสสินค้า","ชื่อสินค้า","","","","","","  จำนวน","","ราคาต่อหน่วย","","มูลค่าคงเหลือ","ยอดค้างรับ","ยอดค้างส่ง"
"","","","F011-4942-384","FD AM PRO CLSC STRAT MN FADED FIREMIST GOLD","","","","","",3,"ตัว",,"",0.00
"","","","F011-4950-374","FD AM PRO CLSC STRAT HSS RW FADED SHERWOOD GRN MET","","","","","",3,"ตัว",,"",0.00
"","","","F011-4952-300","FD AM PRO CLSC STRAT HSS MN 3TS","","","","","",5,"ตัว",,"",0.00
"","","","F011-4952-322","FD AM PRO CLSC STRAT HSS MN FADED BLACK","","","","","",6,"ตัว",,"",0.00
"","","","F011-4952-379","FD AM PRO CLSC STRAT HSS MN FADED LAKE PLACID BLUE","","","","","",4,"ตัว",,"",0.00
"","","","F011-4960-300","FD AM PRO CLSC TELE RW 3TS","","","","","",2,"ตัว",,"",0.00
"","","","F011-4960-322","FD AM PRO CLASSIC TELE RW FADED BLK","","","","","",1,"ตัว",,"",0.00
"","","","F011-4960-375","FD AM PRO CLSC TELE RW FADED DAKOTA RED","","","","","",1,"ตัว",,"",0.00
"","","","F011-4962-350","FD AM PRO CLSC TELE MN BUTTERSCOTCH","","","","","",2,"ตัว",,"",0.00
"","","","F011-4962-374","FD AM PRO CLSC TELE MN FADED SHERWOOD GRN METTALIC","","","","","",3,"ตัว",,"",0.00
"","","","F011-4962-379","FD AM PRO CLSC TELE MN FADED LAKE PLACID BLUE","","","","","",3,"ตัว",,"",0.00
"","","","F011-4970-350","FD AM PRO CLSC HOTSHOT TELE RW BUTTERSCOTCH","","","","","",4,"ตัว",,"",0.00
"","","","F011-4970-374","FD AM PRO CLSC HOTSHOT TELE RW FADED SHERWOOD GRN","","","","","",4,"ตัว",,"",0.00
"","","","F011-4972-300","FD AM PRO CLSC HOTSHOT TELE MN 3TS","","","","","",3,"ตัว",,"",0.00
"","","","F011-4972-379","FD AM PRO CLSC HOTSHOT TELE MN FADED LAKE PLACID B","","","","","",4,"ตัว",,"",0.00
"","","","F011-4980-300","FD AM PRO JAZZMASTER RW 3TS","","","","","",1,"ตัว",,"",0.00
"","","","F011-4980-374","FD AM PRO CLSC JAZZMASTER RW FADED SHERWOOD GRN MT","","","","","",2,"ตัว",,"",0.00
"","","","F011-4980-375","FD AM PRO JAZZMASTER RW FADED DAKOTA RED","","","","","",1,"ตัว",,"",0.00
"","","","F011-4990-300","FD AM PRO CLSC JAGUAR RW 3TS","","","","","",1,"ตัว",,"",0.00
"","","","F011-4990-374","FD AM PRO CLSC JAGUAR RW FADED SHERWOOD GRN METTAL","","","","","",1,"ตัว",,"",0.00
"","","","F011-4992-379","FD AM PRO CLSC JAGUAR MN FADED LAKE PLACID BLUE","","","","","",1,"ตัว",,"",0.00
"","","","F011-5010-704","FD CORY WONG STRAT RW SATIN DAPHNE BLUE","","","","","",1,"ตัว",,"",0.00
"","","","F011-5010-727","FD CORY WONG STRAT RW SAPPHIRE BLUE","","","","","",5,"ตัว",,"",0.00
"","","","F011-5010-757","FD CORY WONG STRAT RW SATIN SURF GREEN","","","","","",1,"ตัว",,"",0.00
"","","","F011-5110-342","FENDER AM PERF TELE RW HONEY BURST","","","","","",3,"ตัว",,"",0.00
"","","","F011-5110-372","FENDER AM PERF TELE RW SATIN SONIC BLUE","","","","","",1,"ตัว",23348.75,"",23348.75
"","","","F011-5120-357","FENDER AM PERF TELE HS RW SURF GREEN","","","","","",1,"ตัว",,"",0.00
"","","","F011-5122-300","FENDER AM PERF TELE HUM MN 3TSB","","","","","",1,"ตัว",,"",0.00
"","","","F011-5122-341","FENDER AM PERF TELE HUM MN VINTAGE WHITE","","","","","",2,"ตัว",,"",0.00
"","","","F011-5210-300","FENDER AM PERF JAZZMASTER RW 3TSB","","","","","",2,"ตัว",25779.82,"",51559.64
"","","","F011-5210-302","FENDER AM PERF JAZZMASTER RW LPB","","","","","",1,"ตัว",,"",0.00
"","","","F011-5210-341","FENDER AM PERF JAZZMASTER RW VINT.WHITE","","","","","",3,"ตัว",,"",0.00
"","","","F011-5300-706","FENDER JIM ROOT JAZZMASTER BLACK","","","","","",1,"ตัว",29800.38,"",29800.38
"","","","F011-5510-300","FENDER AM PERF MUSTANG RW 3TSB","","","","","",1,"ตัว",,"",0.00
"","","","F011-5600-704","FD KINGFISH DELTA DAY TELE DLX RW DAPHNE BLUE","","","","","",1,"ตัว",,"",0.00
"","คลังสินค้า เบ๊เงียบเส็ง                                  ","หน้า   :        5"
"","สินค้าคงเหลือ แยกตามคลังสินค้า    ","ณ วันที่  14 มิ.ย. 2569"
"","รหัสสินค้าจาก","001-01005-000     ","ถึง","VRS10304514  ","วันที่ : 14/06/2569"
"","คลัง","","รหัสสินค้า","ชื่อสินค้า","","","","","","  จำนวน","","ราคาต่อหน่วย","","มูลค่าคงเหลือ","ยอดค้างรับ","ยอดค้างส่ง"
"","","","F011-5600-787","FD KINGFISH TELE DLX RW MISSISSIPPI NIGHT","","","","","",1,"ตัว",,"",0.00
"","","","F011-5610-839","FD MICHAEL LANDAU STRAT COMA RED","","","","","",2,"ตัว",,"",0.00
"","","","F011-5922-705","FD NILE RODGERS STRAT MN OWT","","","","","",2,"ตัว",,"",0.00
"","","","F011-6502-723","FD LINCOLN BREWSTER STRAT MN OLP","","","","","",1,"ตัว",,"",0.00
"","","","F011-6862-877","FENDER BRUNO MARS STRAT MN MARS MOCHA","","","","","",1,"ตัว",,"",0.00
"","","","F011-7442-803","FENDER ERIC JOHNSON VIRGINIA STRAT MN 2TS","","","","","",3,"ตัว",,"",0.00
"","","","F011-7472-725","FD CAMPBELL RED TELE MN RED DOG RED","","","","","",2,"ตัว",,"",0.00
"","","","F011-7510-811","FD KENNY WYN SHIPRD STRAT RW FADED SONIC BLUE","","","","","",3,"ตัว",,"",0.00
"","","","F011-7602-805","FENDER ERIC CLAPTON STRAT MN OWT","","","","","",6,"ตัว",,"",0.00
"","","","F011-7602-806","FENDER ERIC CLAPTON STRAT MN BLACK","","","","","",4,"ตัว",,"",0.00
"","","","F011-7602-843","FENDER ERIC CLAPTON STRAT MN PEWTER","","","","","",5,"ตัว",,"",0.00
"","","","F011-7602-858","FENDER ERIC CLAPTON STRAT MN TORINO RED","","","","","",3,"ตัว",11520.77,"",34562.30
"","","","F011-7702-801","FENDER ERIC JOHNSON STRAT WHITE BLONDE","","","","","",3,"ตัว",,"",0.00
"","","","F011-7702-803","FENDER ERIC JOHNSON STRAT 2TS","","","","","",3,"ตัว",,"",0.00
"","","","F011-8062-773","FD AM ULTRA LUXE STRAT MN PEARL REDBURST","","","","","",1,"ตัว",,"",0.00
"","","","F011-8072-791","FD ULTRA LUXE STRAT HSS FR MN SILVERBURST","","","","","",1,"ตัว",,"",0.00
"","","","F011-8212-800","FD DE AM ULTRA LUXE 50S STRAT MN 3TSB","","","","","",2,"ตัว",,"",0.00
"","","","F011-8212-801","FD AM ULTRA LUXE 50S STRAT MN WHITE BLONDE","","","","","",2,"ตัว",,"",0.00
"","","","F011-8220-857","FD AM ULTRA LUXE 60S STRAT RW SURF GREEN","","","","","",1,"ตัว",,"",0.00
"","","","F011-8250-802","FD AM ULTRA LUXE 60S CSTM TELE RW LAKE PLACID BLUE","","","","","",1,"ตัว",,"",0.00
"","","","F011-9141-712","FD AM ULTRA II STRAT EB ULTRABURST","","","","","",2,"ตัว",,"",0.00
"","","","F011-9141-776","FD AM ULTRA II STRAT EB NOBLE BLUE","","","","","",2,"ตัว",,"",0.00
"","","","F011-9141-790","FD AM ULTRA II STRAT EB TEXAS TEA","","","","","",2,"ตัว",,"",0.00
"","","","F011-9142-733","FD AM ULTRA II STRAT MN SOLAR FLARE","","","","","",2,"ตัว",,"",0.00
"","","","F011-9171-733","FD AM ULTRA II TELE EB SOLAR FLARE","","","","","",2,"ตัว",,"",0.00
"","","","F011-9182-796","FD AM ULTRA II METEORA MN AVALANCHE","","","","","",1,"ตัว",,"",0.00
"","","","F011-9600-805","FENDER JEFF BECK STRAT RW OWT","","","","","",5,"ตัว",,"",0.00
"","","","F011-9600-857","FENDER JEFF BECK STRAT RW SURF GREEN","","","","","",4,"ตัว",8640.58,"",34562.30
"","","","F013-8410-701","FD MIKE DIRNT ROADWORDN P BASS RW WHITE BLONE","","","","","",1,"ตัว",,"",0.00
"","","","F013-8412-701","FD MIKE DIRNT ROADWORN P BASS MN WHITE BLONE","","","","","",1,"ตัว",,"",0.00
"","","","F013-8802-306","FENDER BUDDY GUY STRAT MN BLACK","","","","","",1,"ตัว",,"",0.00
"","","","F013-9202-305","FENDER JV SIG.TEX MEX STRAT MN OWT","","","","","",1,"ตัว",,"",0.00
"","","","F014-0223-549","FD LTD PLAYER JAGUAR PF HH SEAFORM PEARL","","","","","",2,"ตัว",,"",0.00
"","","","F014-0226-705","FD 60 ANNI. ROADWORN 60S J BASS PF OWT","","","","","",1,"ตัว",,"",0.00
"","","","F014-0242-364","FD LTD H.E.R. STRAT MN BLUE MERLIN","","","","","",6,"ตัว",,"",0.00
"","คลังสินค้า เบ๊เงียบเส็ง                                  ","หน้า   :        6"
"","สินค้าคงเหลือ แยกตามคลังสินค้า    ","ณ วันที่  14 มิ.ย. 2569"
"","รหัสสินค้าจาก","001-01005-000     ","ถึง","VRS10304514  ","วันที่ : 14/06/2569"
"","คลัง","","รหัสสินค้า","ชื่อสินค้า","","","","","","  จำนวน","","ราคาต่อหน่วย","","มูลค่าคงเหลือ","ยอดค้างรับ","ยอดค้างส่ง"
"","","","F014-0262-326","FD J MASCIS TELE MN SPARKLE BLUE","","","","","",1,"ตัว",,"",0.00
"","","","F014-0310-075","FD LTD PLAYER P BASS MN ELECTRON GREEN","","","","","",8,"ตัว",,"",0.00
"","","","F014-0310-783","FD CRISSIE HYNDE TELE RW ICE BLUE METTALIC","","","","","",1,"ตัว",,"",0.00
"","","","F014-0311-075","FD LTD PLAYER STRAT MN ELECTRON GREEN","","","","","",16,"ตัว",,"",0.00
"","","","F014-0350-706","FENDER TOM MORELLO STRAT RW BLACK","","","","","",2,"ตัว",,"",0.00
"","","","F014-0360-783","FD MORELLO ARM THE HOMELESS RW ICE BLUE METTALIC","","","","","",4,"ตัว",,"",0.00
"","","","F014-0460-506","FD PLAYER II MUSTANG RW BLACK","","","","","",4,"ตัว",,"",0.00
"","","","F014-0460-518","FD PLAYER II MUSTANG RW AQUATONE BLUE","","","","","",3,"ตัว",,"",0.00
"","","","F014-0460-565","FD PLAYER II MUSTANG RW BIRCH GREEN","","","","","",2,"ตัว",,"",0.00
"","","","F014-0462-500","FD PLAYER II MUSTANG MN 3TS","","","","","",4,"ตัว",,"",0.00
